File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\ftwinfnt.h,276,74,40,0,27,1,175,733,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\ftxf86.h,84,14,1,0,14,1,56,248,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\t1tables.h,663,228,112,0,110,49,325,1413,17,90
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\ttnameid.h,1238,626,0,0,76,148,536,2630,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\tttables.h,788,189,148,0,80,26,519,2567,17,85
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\tttags.h,112,80,0,0,15,1,17,92,16,88
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\ttunpat.h,60,13,0,0,16,1,31,139,18,90
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftconfig.h,673,313,44,6,165,43,195,1239,34,197
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftheader.h,833,85,1,0,125,4,623,2302,16,85
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftmodule.h,33,18,0,0,3,0,12,59,11,57
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftoption.h,834,50,0,0,113,1,671,3780,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftstdlib.h,175,47,0,0,49,3,79,340,27,139
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\PaxHeaders.20920\ftconfig.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\PaxHeaders.20920\ftheader.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\PaxHeaders.20920\ftmodule.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\PaxHeaders.20920\ftoption.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\PaxHeaders.20920\ftstdlib.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\autohint.h,245,66,14,0,34,3,145,756,22,105
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftcalc.h,172,46,8,0,34,2,92,448,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftdebug.h,256,81,14,2,63,12,112,493,21,111
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftdriver.h,410,236,38,6,52,3,122,689,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftgloadr.h,169,82,35,1,44,8,43,266,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftmemory.h,379,215,12,1,102,3,62,301,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftobjs.h,1570,749,140,15,229,23,592,2865,21,99
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftpic.h,72,23,13,0,20,2,29,139,22,102
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftrfork.h,259,81,20,0,34,5,144,721,20,99
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftserv.h,764,527,78,32,65,11,172,811,27,158
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftstream.h,537,322,44,0,131,8,84,603,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\fttrace.h,153,93,0,0,24,32,36,310,18,98
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftvalid.h,162,53,13,0,35,9,74,484,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\internal.h,64,22,0,0,14,2,28,158,22,99
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\psaux.h,878,441,185,0,189,26,248,1063,17,90
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\pshints.h,723,132,52,0,72,3,519,2226,18,108
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\sfnt.h,708,246,51,0,68,3,394,1602,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\t1types.h,256,112,91,0,57,10,87,394,17,89
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\tttypes.h,1517,359,292,0,196,37,962,4330,17,86
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\autohint.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftcalc.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftdebug.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftdriver.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftgloadr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftmemory.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftobjs.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftpic.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftrfork.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftserv.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftstream.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\fttrace.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\ftvalid.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\internal.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\psaux.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\pshints.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\sfnt.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\t1types.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\PaxHeaders.20920\tttypes.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svbdf.h,83,40,9,0,25,3,18,91,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svcid.h,90,50,11,0,23,3,17,88,15,79
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svgldict.h,89,42,9,0,25,4,22,118,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svgxval.h,73,26,8,0,21,1,26,122,24,117
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svkern.h,52,17,4,0,17,1,18,85,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svmm.h,114,61,15,0,29,3,24,119,16,87
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svotval.h,56,20,4,0,18,1,18,87,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svpfr.h,67,29,8,0,20,1,18,86,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svpostnm.h,82,30,7,0,25,3,27,151,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svprop.h,82,39,9,0,25,3,18,89,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svpscmap.h,178,97,31,0,42,4,39,183,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svpsinfo.h,112,65,15,0,29,3,18,94,16,85
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svsfnt.h,104,45,11,0,29,3,30,118,16,85
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svttcmap.h,108,37,11,0,26,3,45,225,21,108
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svtteng.h,54,12,3,0,18,1,24,99,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svttglyf.h,69,30,7,0,22,3,17,85,15,76
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svwinfnt.h,51,15,4,0,18,1,18,86,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svxf86nm.h,56,16,0,0,17,1,23,119,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svbdf.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svcid.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svgldict.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svgxval.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svkern.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svmm.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svotval.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svpfr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svpostnm.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svprop.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svpscmap.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svpsinfo.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svsfnt.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svttcmap.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svtteng.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svttglyf.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svwinfnt.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\PaxHeaders.20920\svxf86nm.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\freetype.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ft2build.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftadvanc.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftautoh.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftbbox.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftbdf.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftbitmap.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftbzip2.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftcache.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftcffdrv.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftchapters.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftcid.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\fterrdef.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\fterrors.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftgasp.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftglyph.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftgxval.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftgzip.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftimage.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftincrem.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftlcdfil.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftlist.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftlzw.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftmac.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftmm.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftmodapi.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftmoderr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftotval.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftoutln.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftpfr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftrender.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftsizes.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftsnames.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftstroke.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftsynth.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftsystem.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\fttrigon.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftttdrv.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\fttypes.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftwinfnt.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ftxf86.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\t1tables.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ttnameid.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\tttables.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\tttags.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\PaxHeaders.20920\ttunpat.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\autofit\afblue.h,200,111,14,3,44,7,45,267,18,98
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\autofit\afcjk.h,152,72,32,0,45,11,35,219,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\autofit\afdummy.h,45,8,0,0,15,1,22,112,17,91
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\autofit\aferrors.h,42,9,0,0,10,1,23,102,22,98
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\autofit\afglobal.h,125,47,15,0,34,3,44,207,17,87
